"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"1",0.00546849563755852,0.00742797687386672,0.218345977780885,0.600702989831783,1.12815390977644,-3207.96276415104
"2",0.00546849563755852,0.00742797687386672,0.218345977780885,0.595650064258126,1.12815390977644,-3207.36017960008
"3",0.00548947771276686,0.00742797687386672,0.218345977780885,0.595650064258126,1.12815390977644,-3207.00663370311
"4",0.00548947771276686,0.00742797687386672,0.218345977780885,0.595650064258126,1.12815390977644,-3207.00663370311
"5",0.00548947771276686,0.00742797687386672,0.218345977780885,0.595650064258126,1.12815390977644,-3207.00663370311
"6",0.00548947771276686,0.00742797687386672,0.218345977780885,0.595650064258126,1.12328118888547,-3207.25298433065
"7",0.00548947771276686,0.00742797687386672,0.218345977780885,0.595650064258126,1.13030774249572,-3206.95493614884
"8",0.00546500284940955,0.00742797687386672,0.220788726270559,0.595650064258126,1.13030774249572,-3206.9464507126
"9",0.00546500284940955,0.00742797687386672,0.224690035703743,0.595650064258126,1.13030774249572,-3206.98063889719
"10",0.00546500284940955,0.00742797687386672,0.224690035703743,0.612974290891964,1.14144868237476,-3208.59491445859
"11",0.00546500284940955,0.00742797687386672,0.226344960237261,0.612974290891964,1.14144868237476,-3207.81285877949
"12",0.00546500284940955,0.00742797687386672,0.226344960237261,0.612974290891964,1.14144868237476,-3207.81285877949
"13",0.00546500284940955,0.00742797687386672,0.226344960237261,0.612974290891964,1.14144868237476,-3207.81285877949
"14",0.00546500284940955,0.00742797687386672,0.234592263192857,0.612974290891964,1.14144868237476,-3205.74312369493
"15",0.00546500284940955,0.00742797687386672,0.234592263192857,0.615239175339605,1.14144868237476,-3205.95918503215
"16",0.00546500284940955,0.00742797687386672,0.234592263192857,0.615239175339605,1.12070292346659,-3206.96004951169
"17",0.00559047034247041,0.00742797687386672,0.236574018903753,0.615239175339605,1.12070292346659,-3205.63752805268
"18",0.00559047034247041,0.00741217015214864,0.236574018903753,0.615239175339605,1.12070292346659,-3205.57094631051
"19",0.00559047034247041,0.00719811456088422,0.236574018903753,0.613583867077693,1.12070292346659,-3205.6307683804
"20",0.00559047034247041,0.00719811456088422,0.236574018903753,0.613583867077693,1.09638005388495,-3206.28612668111
"21",0.00558318363381566,0.00719811456088422,0.236574018903753,0.613583867077693,1.09638005388495,-3206.46873207893
"22",0.00556878394628814,0.00719811456088422,0.236574018903753,0.613583867077693,1.09638005388495,-3206.89395565026
"23",0.00566418512879796,0.00719811456088422,0.236574018903753,0.610694780235259,1.09810060742494,-3205.49560365735
"24",0.00566418512879796,0.00748969178192481,0.236574018903753,0.610694780235259,1.09810060742494,-3206.71864233457
"25",0.00566418512879796,0.00748969178192481,0.236574018903753,0.610694780235259,1.09810060742494,-3206.71864233457
"26",0.00566418512879796,0.00748969178192481,0.236574018903753,0.610694780235259,1.09810060742494,-3206.71864233457
"27",0.00566418512879796,0.00748969178192481,0.231249887257784,0.610694780235259,1.09810060742494,-3206.55803887325
"28",0.00566418512879796,0.00748969178192481,0.230133170729587,0.610694780235259,1.09810060742494,-3206.68098597328
"29",0.00561877728980623,0.00749318037922049,0.230133170729587,0.610694780235259,1.09810060742494,-3206.5296294014
"30",0.00561877728980623,0.00749318037922049,0.230133170729587,0.610694780235259,1.11019483629104,-3206.32037167557
"31",0.00561586321558769,0.00749318037922049,0.230133170729587,0.610694780235259,1.11019483629104,-3206.28267046771
