"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"1",0.00461719842483961,0.00722070007583415,0.377869739526624,0.554270274644449,0.791830626516051,-1593.375715757
"2",0.00461719842483961,0.00722070007583415,0.377869739526624,0.554270274644449,0.791830626516051,-1593.375715757
"3",0.00461719842483961,0.00763441923158099,0.377869739526624,0.554270274644449,0.784137646649824,-1593.22669164283
"4",0.00461719842483961,0.00714520581863252,0.377869739526624,0.554270274644449,0.784137646649824,-1592.69287193016
"5",0.00461719842483961,0.00714520581863252,0.377869739526624,0.554270274644449,0.784137646649824,-1592.69287193016
"6",0.00461719842483961,0.00724516611009482,0.377869739526624,0.554270274644449,0.784137646649824,-1592.33928868327
"7",0.00442633871439523,0.00724516611009482,0.384268005750569,0.554270274644449,0.769567629890989,-1593.63257619481
"8",0.00470725256486549,0.00724516611009482,0.384268005750569,0.554270274644449,0.769567629890989,-1592.31851135216
"9",0.00470725256486549,0.00724516611009482,0.384268005750569,0.554270274644449,0.759446250297228,-1591.3846331231
"10",0.00470725256486549,0.00724516611009482,0.378948600904421,0.554270274644449,0.759446250297228,-1591.29639438405
"11",0.00470725256486549,0.00724516611009482,0.378948600904421,0.554270274644449,0.759446250297228,-1591.29639438405
"12",0.00470725256486549,0.00724516611009482,0.378948600904421,0.554270274644449,0.750671733675801,-1590.85671238952
"13",0.00470725256486549,0.00724516611009482,0.378948600904421,0.554270274644449,0.750671733675801,-1590.85671238952
"14",0.00470725256486549,0.00724516611009482,0.384393269450405,0.554270274644449,0.750671733675801,-1590.95469146405
"15",0.00470725256486549,0.00724516611009482,0.384393269450405,0.554270274644449,0.750671733675801,-1590.95469146405
"16",0.00470725256486549,0.00724516611009482,0.384393269450405,0.554270274644449,0.750671733675801,-1590.95469146405
"17",0.00470725256486549,0.00724516611009482,0.384393269450405,0.562592142264423,0.753861556655898,-1591.41248844269
"18",0.00470725256486549,0.00724516611009482,0.384393269450405,0.562592142264423,0.753861556655898,-1591.41248844269
"19",0.00470725256486549,0.00769683076411852,0.384393269450405,0.562592142264423,0.753861556655898,-1591.8139015042
"20",0.00470725256486549,0.00734023210719545,0.384393269450405,0.562592142264423,0.76262341559819,-1591.6608886223
"21",0.00470725256486549,0.00734023210719545,0.384393269450405,0.562592142264423,0.76262341559819,-1591.6608886223
"22",0.00470725256486549,0.00734023210719545,0.384393269450405,0.562592142264423,0.721776330251018,-1592.06330546002
"23",0.00470725256486549,0.00772406060777599,0.384393269450405,0.562592142264423,0.72010996970856,-1593.14015295573
"24",0.00470725256486549,0.00772406060777599,0.384393269450405,0.562592142264423,0.72010996970856,-1593.14015295573
"25",0.00470725256486549,0.00731065891314659,0.384393269450405,0.562592142264423,0.745306000474222,-1590.9557557484
"26",0.00474505786886215,0.00731065891314659,0.384393269450405,0.562592142264423,0.745306000474222,-1591.15363938631
