"statistic","value"
"Fst_AMA_EPMA",0.732013023181844
"Fst_AMA_AFR",0.101758633966966
"Fst_EPMA_AFR",0.501254281561829
"PBS_AMA",0.364237231617692
"PBS_EPMA",0.952579661996418
"PBS_AFR",-0.256920766596385
