"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"1",0.00381230110967573,0.00941937073571476,0.743130520901843,0.552430418716311,0.712453558660773,-3407.47235481475
"2",0.00381230110967573,0.00947473769671308,0.73737353466316,0.551632385730024,0.712453558660773,-3408.72983423321
"3",0.00381230110967573,0.00947473769671308,0.73737353466316,0.551632385730024,0.713150732423266,-3408.64118785909
"4",0.0038562710713003,0.00947473769671308,0.73737353466316,0.551632385730024,0.713150732423266,-3407.90446887691
"5",0.0038562710713003,0.00947473769671308,0.73737353466316,0.55186829325094,0.713150732423266,-3408.15785079807
"6",0.0038562710713003,0.00935542382538166,0.73737353466316,0.551868841356459,0.713150732423266,-3408.18424497022
"7",0.0038562710713003,0.00935542382538166,0.73737353466316,0.546372524801677,0.713150732423266,-3406.14896512573
"8",0.0038562710713003,0.00935542382538166,0.73737353466316,0.5508999644736,0.713150732423266,-3407.01590266109
"9",0.0038562710713003,0.00928757810462159,0.73737353466316,0.55032201286014,0.713150732423266,-3406.65950746594
"10",0.0038562710713003,0.00928757810462159,0.73737353466316,0.55032201286014,0.713150732423266,-3406.65950746594
"11",0.0038562710713003,0.00928757810462159,0.73737353466316,0.55012183807588,0.713150732423266,-3406.47311831847
"12",0.0038562710713003,0.00928757810462159,0.73737353466316,0.55012183807588,0.713150732423266,-3406.47311831847
"13",0.0038562710713003,0.00928757810462159,0.73737353466316,0.55012183807588,0.715230152923613,-3406.48385166276
"14",0.0038562710713003,0.00928757810462159,0.73737353466316,0.55012183807588,0.715230152923613,-3406.48385166276
"15",0.0038562710713003,0.00928757810462159,0.73737353466316,0.550058960687131,0.715230152923613,-3406.42835229865
"16",0.0038562710713003,0.00928757810462159,0.740923797437673,0.548606285002182,0.715230152923613,-3405.34009865098
"17",0.0038562710713003,0.00899310753664165,0.740923797437673,0.548606285002182,0.715230152923613,-3407.9023066975
"18",0.0038562710713003,0.00899310753664165,0.740923797437673,0.548606285002182,0.702270375759285,-3408.82442264217
"19",0.00386456321809984,0.00899310753664165,0.740923797437673,0.548606285002182,0.702270375759285,-3408.55407877822
"20",0.00386456321809984,0.00899310753664165,0.740923797437673,0.548606285002182,0.702270375759285,-3408.55407877822
"21",0.00386456321809984,0.00909329390170268,0.740923797437673,0.547613598683311,0.703113021420789,-3406.77626526408
"22",0.00386456321809984,0.00909329390170268,0.740923797437673,0.547613598683311,0.703113021420789,-3406.77626526408
"23",0.00386456321809984,0.00910509634785371,0.740923797437673,0.547613598683311,0.703113021420789,-3406.67140447467
"24",0.00386456321809984,0.00910509634785371,0.738124596230333,0.547613598683311,0.703113021420789,-3406.69647371201
"25",0.00386456321809984,0.00910509634785371,0.738124596230333,0.547613598683311,0.70782063022924,-3406.24440285732
"26",0.00386456321809984,0.00910509634785371,0.738124596230333,0.547613598683311,0.70782063022924,-3406.24440285732
"27",0.00386456321809984,0.00910509634785371,0.732896648859951,0.547613598683311,0.70782063022924,-3407.25301433673
"28",0.00386456321809984,0.00910509634785371,0.744841037511422,0.547613598683311,0.70782063022924,-3406.78233063394
"29",0.00386456321809984,0.00910509634785371,0.744841037511422,0.547613598683311,0.732718914158919,-3409.49854310631
"30",0.00386456321809984,0.00910509634785371,0.744841037511422,0.548720180749805,0.732718914158919,-3409.1984268554
"31",0.00379655406830146,0.00910509634785371,0.744841037511422,0.548720180749805,0.732718914158919,-3407.39196230442
"32",0.00379936874445781,0.00910509634785371,0.744841037511422,0.548720180749805,0.732718914158919,-3407.39959481886
"33",0.00379936874445781,0.00910509634785371,0.744841037511422,0.548720180749805,0.732718914158919,-3407.39959481886
"34",0.00377304391035441,0.00910509634785371,0.744841037511422,0.548720180749805,0.732718914158919,-3407.55822689187
"35",0.00377304391035441,0.00910509634785371,0.744841037511422,0.549501965094898,0.732718914158919,-3407.66776657358
"36",0.00377304391035441,0.00910509634785371,0.744841037511422,0.549501965094898,0.732718914158919,-3407.66776657358
"37",0.00377304391035441,0.00910509634785371,0.749720389846415,0.54903137823982,0.732718914158919,-3408.4014646758
"38",0.00372602981960572,0.00910509634785371,0.749720389846415,0.552157447180487,0.732718914158919,-3410.49905072586
"39",0.00386098954013951,0.00910509634785371,0.749720389846415,0.552157447180487,0.722188635341248,-3408.08370885178
"40",0.00386098954013951,0.00941612224072357,0.749720389846415,0.552157447180487,0.722188635341248,-3406.47606236576
"41",0.00386098954013951,0.00941612224072357,0.749720389846415,0.552157447180487,0.722188635341248,-3406.47606236576
"42",0.00386098954013951,0.00941612224072357,0.749720389846415,0.552157447180487,0.722188635341248,-3406.47606236576
"43",0.00386098954013951,0.00941612224072357,0.749720389846415,0.551882473849111,0.697117137264068,-3407.6783201709
"44",0.00386098954013951,0.00952249058446691,0.749720389846415,0.551882473849111,0.697117137264068,-3408.58331946466
"45",0.00386098954013951,0.00952249058446691,0.749720389846415,0.551882473849111,0.697117137264068,-3408.58331946466
"46",0.00386098954013951,0.00952249058446691,0.749720389846415,0.553032929968892,0.697117137264068,-3408.40501466009
"47",0.00386098954013951,0.00952249058446691,0.749720389846415,0.553032929968892,0.697117137264068,-3408.40501466009
"48",0.00386098954013951,0.00952249058446691,0.749720389846415,0.553032929968892,0.697117137264068,-3408.40501466009
"49",0.00386908143537315,0.00931469482148505,0.749720389846415,0.549853303799553,0.697117137264068,-3407.754309189
"50",0.00398706738404196,0.00931469482148505,0.749720389846415,0.549853303799553,0.697117137264068,-3408.68346190121
"51",0.00398706738404196,0.00931469482148505,0.741381039131323,0.549853303799553,0.697117137264068,-3407.73779110521
"52",0.00398706738404196,0.00931469482148505,0.741381039131323,0.54924561608523,0.697117137264068,-3407.68339768239
"53",0.00398706738404196,0.00931469482148505,0.747784386240979,0.54924561608523,0.697117137264068,-3408.57444200103
"54",0.00398706738404196,0.00931469482148505,0.747784386240979,0.54924561608523,0.697117137264068,-3408.57444200103
"55",0.00398706738404196,0.00931469482148505,0.747784386240979,0.54924561608523,0.697117137264068,-3408.57444200103
"56",0.00398706738404196,0.00931469482148505,0.736591214097946,0.54924561608523,0.68262927418525,-3408.34201898915
"57",0.00398706738404196,0.00931469482148505,0.736591214097946,0.54924561608523,0.680743230388099,-3408.58873745854
"58",0.00398706738404196,0.00931469482148505,0.736591214097946,0.54924561608523,0.680743230388099,-3408.58873745854
"59",0.00400497902144376,0.00931469482148505,0.736591214097946,0.54924561608523,0.680743230388099,-3408.78803338299
"60",0.00400497902144376,0.00931469482148505,0.736591214097946,0.54924561608523,0.680743230388099,-3408.78803338299
"61",0.00394842505356015,0.00931469482148505,0.736591214097946,0.54924561608523,0.698095532807114,-3406.91242216373
"62",0.00394842505356015,0.0092786662770024,0.749818863853315,0.54924561608523,0.698095532807114,-3407.67806774245
"63",0.00394842505356015,0.0092786662770024,0.742436133491786,0.54924561608523,0.698095532807114,-3406.2869674797
"64",0.00394842505356015,0.0092786662770024,0.742436133491786,0.54924561608523,0.698095532807114,-3406.2869674797
